id,citation,title,summary,court,date
816,SC-815,Supreme Court Judgment,"THE OIL SEEDS COMMITTEE ACT, 1946 CONTENTS 1 Short title and extent. 2 Definitions. 3 Imposition of oilseeds cess. 4 to 8[Omitted.] 9 Application of Fund. 10 Delivery of monthly returns. 11 Collection of duty of excise. 12 Finality of assessment and recovery of unpaid duty of excise. 13 Power to inspect mills and take copies of records and accounts. 14 Information acquired to be confidential. 15 to 16[Omitted.] 17 Power of the Federal Government to make rules. 17 APenalty for contravention of ru",Supreme Court of Pakistan,Unknown
817,SC-816,Supreme Court Judgment,"  Page 1 of 32       THE CAPITAL TERRITORY TRUST ACT, 2020             CONTENTS     SECTIONS :      CHAPTER I   PRELIMINARY     1. Short title, extent, commencement and application.   2. Definitions.   CHAPTER I I  OF THE CREATION OF THE TRUSTS     3. Validity  of trust.   4. Creation of trust.   5. Who may create trusts.   6. Subject of trust.   7. Who  may be beneficiary.   8. Disclaimer  by beneficiary.   9. Who may be trustee.   10. Acceptance to trust.   11. Disclaimer of trust.      Update",Supreme Court of Pakistan,Unknown
818,SC-817,Supreme Court Judgment,"  Page 1 of 5           THE  ISLAMABAD  REAL  ESTATE  AGENTS  AND  MOTOR  VEHICLES  DEALERS (REGULATION  OF BUSINESS)  ORDINANC E, 1984                 CONTENTS   1.  Short  title, extent  and commencement.   2.  Definitions.   3.  Prohibition  of business  without  registration.   4.  Certain  persons  not to be registered.   5.  Procedure  for registration.   6.  Renewal  of registration.   7  Fixation  of Commission.   8. Maintenance  of record  and accounts,  etc.   9.  Power  to enter  and ",Supreme Court of Pakistan,Unknown
819,SC-818,Supreme Court Judgment,"  Page 1 of 3       THE FOREIGN EXCHANGE (TEMPORARY RESTRICTIONS)  ACT, 1998         CONTENTS       1. Short  title, extent  and commencement   2. Restriction  on withdrawal  of foreign  exchange  etc.  3. Certain protection to remain unaffected   4. Power  to make  rules   5. Repeal  and saving                       Page 2 of 3   THE FOREIGN EXCHANGE (TEMPORARY RESTRICTIONS) ACT, 1998      ACT  No. IV OF 1998     An Act to provide  for dealings  in foreign exchange     WHEREAS  it is necessary ",Supreme Court of Pakistan,Unknown
820,SC-819,Supreme Court Judgment,"THE PAKISTAN INTERNATIONAL AIRLINES CORPORATION ACT, 1956 CONTENTS 1. Short title, extent and commencement. 2. Interpretation. 3. Establishment and incorporation. 4. Functions of the Corporation. 5. Administration of the affairs of the Corporation. 6. The Board of Directors. 7. Terms of office of Directors. 8. Chairman. 8 A.Managing Director. 9. Disqualification of Directors. 10. Appointment of officers, etc.. 11. Meetings of the board. Quorum. 12. Head Office. 13. Deposit account. 14. Investmen",Supreme Court of Pakistan,Unknown
821,SC-820,Supreme Court Judgment,"  Page 1 of 20          THE GUARDIANS  AND WAR DS ACT, 1890       CONTENTS     CHAPTER I  PRELIMINARY     1. Title, extent and commencement.    2.  [Repealed.]    3.  Saving of jurisdiction of Courts of Wards and Chartered High Courts.    4.   Definitions.     4A.  Power to confer jurisdiction on subordinate judicial officers and to transfer proceedings to  such officers.    CHAPTER II  APP OINTMENT AND  DECLARA TION  OF GUARDIA NS  5.  [Omitted.]     6.  Saving of power to appoint in other case",Supreme Court of Pakistan,Unknown
822,SC-821,Supreme Court Judgment,"THE EMPLOYMENT (RECORD OF SERVICES) ACT, 1951 CONTENTS 1. Short title, extent, application and commencement. 2. Definitions. 3. Exemption. 4. Service book to be produced by employee. 5. Form of the service book. 6. Entries in the service book. 7. Power of inspection. 8. Penalty. 9. Cognizance of offences. 10. Prosecution. 11. Protection of action taken under the Act. 12. Power to make rules. Page 1 of 8  *THE EMPLOYMENT (RECORD OF SERVICES) ACT 1951 1ACT NO. XIX of 1952                          ",Supreme Court of Pakistan,Unknown
823,SC-822,Supreme Court Judgment,"  Page 1 of 7     THE AUDITOR GENERAL’S (FUNCTIONS, POWERS, TERMS  AND CONDITIONS OF SERVICE) ORDINANCE, 2001                  CONTENTS   __________     1 Short title, extent and commencement.   2 Definitions.   3 Salary, pension etc.   4 Term of office.   5 Resignation.   6 Leave.   7 Auditor­General to certify accounts.   8 Provisions relating to Audit.   9 Audit of receipts and expenditure of holders of authorities substantially financed by  loans and grants.   10 Auditor­General to give info",Supreme Court of Pakistan,Unknown
824,SC-823,Supreme Court Judgment,"THE POLICE (INCITEMENT TO DISAFFECTION) ACT, 1922 CONTENTS PREAMBLE. 1 Short title, extent and commencement. 2 Definition. 3 Penalty for causing disaffection, etc. 4 Saving of acts done by police associations and other persons for certain purposes. 5 Sanction to trial of offences by subordinate courts. 6 Trial of cases. Page 1 of 5  1THE POLICE (INCITEMENT TO DISAFFECTION) ACT, 1922. 2ACT No. XXII of 1922 [5th October, 1922] An Act to provide a penalty for spreading disaffection among the police",Supreme Court of Pakistan,Unknown
825,SC-824,Supreme Court Judgment,"T H E   F E R R I E S   A C T ,   1 8 7 8 C O N T E N T S S E C T I O N S : P A R T   I P R E L I M I N A R Y 1 . S h o r t   t i t l e . L o c a l   e x t e n t . C o m m e n c e m e n t . 2 . [ R e p e a l e d . ] 3 . I n t e r p r e t a t i o n ­ c l a u s e . 3 A . D e f i n i t i o n . P A R T   I I P U B L I C   F E R R I E S 4 . P o w e r   t o   d e c l a r e ,   e s t a b l i s h ,   d e f i n e   a n d   d i s c o n t i n u e   p u b l i c   f e r r i e s . 5 . C l a i m s   f o r   c ",Supreme Court of Pakistan,Unknown
826,SC-825,Supreme Court Judgment,"Updated till 07.07.2022         THE  CORPORATE  RESTRUCTURING  COMPANIES  ACT,  2016     CONTENTS         SECTIONS     1. Short  title, extent  and commencement.     2. Definitions.     3. Act to override  other  laws, contracts,  instruments,  memorandum  and articles.     4. Incorporation  of Corporate  Restructuring  Company.     5. Functions  and powers.     6. Transfer  of non•performing  assets.     7. Legal  proceedings.     8. Notice  and discharge.     9. Power  to require  information.",Supreme Court of Pakistan,Unknown
827,SC-826,Supreme Court Judgment,"      Page 1 of 6          THE PAKISTAN ANIMAL QUARANTINE (IMPORT AND   EXPORT OF  ANIMALS AND ANIMAL PRODUCTS)   ORDINANCE, 1979                   CONTENTS      1. Short title, extent and commencement.     2. Definitions.     3. Power to regulate and prohibit import and export of animals and animal products.     4. Operation of notification under section 3.     5. Control of animals and animal products in quarantine.     6. Powers, duties and functions of Quarantine Officer.     7. Cognizance o",Supreme Court of Pakistan,Unknown
828,SC-827,Supreme Court Judgment,"  Page 1 of 21       THE PAKISTAN ENGINEERING COUNC IL ACT, 1975            CONTENTS    SECTIONS:    1. Short  title, extent and Commencement.     2. Definitions.    3. Const itution and incorporat ion of Engineering Counc il.    3A. Executive powers  of the Counc il.    4. Chairman , Senior Vice Chairman  and Vice Chairman.     5. Annual  general  meet ing of the Counc il.    6. Extraord inary general  meet ing of the Counc il.    7. General  provisions relating to meet ings of Counc il.    8. ",Supreme Court of Pakistan,Unknown
829,SC-828,Supreme Court Judgment,"  Page 1 of 179           THE PAKISTAN PENAL CODE               CONTENTS     CHAPTER I   INTRODUCTION   1. Title and extent of operation of the Code   2. Punishment of offences committed within Pakistan   3. Punishment of offences committed beyond, but which by law may be tried within, Pakistan   4. Extension of Code to extra­territorial offences   5. Certain laws not to be affected by this  Act  CHAPTER II   GENERAL EXPLANATIONS   6. Definitions in the Code to be understood subje ct to exceptio",Supreme Court of Pakistan,Unknown
830,SC-829,Supreme Court Judgment,"THE REVENUE RECOVERY ACT, 1890 CONTENTS S E C T I O N S : 1 . T i t l e   a n d   e x t e n t . 2 . D e f i n i t i o n s . 3 . R e c o v e r y   o f   p u b l i c   d e m a n d s   b y   e n f o r c e m e n t   o f   p r o c e s s   i n   o t h e r   d i s t r i c t s   t h a n t h o s e   i n   w h i c h   t h e y   b e c o m e   p a y a b l e . 4 . R e m e d y   a v a i l a b l e   t o   p e r s o n   d e n y i n g   l i a b i l i t y   t o   p a y   a m o u n t   r e c o v e r e d   u n d e ",Supreme Court of Pakistan,Unknown
831,SC-830,Supreme Court Judgment,"  Page 1 of 12        THE PAKISTAN COUNCIL OF RESEARCH IN WATER  RESOURCES ACT, 2007         CONTENTS     CHAPTER I   PRELIMINARY     1. Short title, extent and commencement.     2. Definitions.     3. Establishment of the Council.     CHAPTER II   FUNCTION OF THE PAKISTAN COUNCIL OF RESEARCH IN WATER                                                                 RESOURCES     4. Functions of the Pakistan Council of Research in Water Resources.     5. Management.     6. Board of Governors.     ",Supreme Court of Pakistan,Unknown
832,SC-831,Supreme Court Judgment,"  Page 1 of 31           THE HEALTH SERVICES ACAD EMY (RESTRUCTURING) ACT,  2018             CONTENTS   ____________     CHAPTER I     PRELIMlNARY     1.  Short title, extent and commencement.   2.   Definitions.   CHAPTER II    HEALTH SERVICES ACADEMY   3.   Incorporation.   4.   Powers and functions   of the HSA.   5.   HSA open to all classes, creeds, etc.   6.   Teaching.   CHAPTER Ill     OFFICERS OF THE HSA   7.   Principal officers.   8.   Chancellor.   9.   Pro-Chancellor.   10.   Remova",Supreme Court of Pakistan,Unknown
833,SC-832,Supreme Court Judgment,"  Page 1 of 9             THE ALTERNATIVE DISPUTE RESOLUTION ACT,  2017           CONTENTS   1.  Short  title, extent  and commencement .  2.  Definitions .  3.  Reference to ADR .  4.  Panel of Neutrals .  5.  Appointment of Neutrals .  6.  Referral to ADR Centre .  7.  Appearance of parties .  8.  Reference to ADR before legal proceedings .  9.  ADR proceedings .  10.  Settlement and award .  11.  Failure of ADR .  12.  Failure of ADR Centre etc .  13. Execution of an order or a decr ee.  14. ",Supreme Court of Pakistan,Unknown
834,SC-833,Supreme Court Judgment,"  Page 1 of 12      THE  NATIONAL  GUARDS  ACT, 1973.       CONTENTS     SECTIONS:     CHAPTER  I    PRELIMINARY   1. Short  title, application  and commencement.   2. Persons  subject  to this Act.  3. Constituents  of National  Guards.   4. Definitions.     CHAPTER  II    CONSTITUTION  AND  CONTROL  OF THE  MUJAHI D FORC E  5.  Constitution  of Mujahid  Force.   6.  Constitution  and disbandment  of units.   7.  Personnel  of the Mujahid  Force.   8.  Enrolment.   9.  Transfer  and attachment.",Supreme Court of Pakistan,Unknown
835,SC-834,Supreme Court Judgment,"THE LAWS LOCAL EXTENT ACT, 1874 CONTENTS S E C T I O N S : 1 . S h o r t   t i t l e . 2 . I n t e r p r e t a t i o n ­ c l a u s e . 3 . L o c a l   e x t e n t   o f   A c t s   i n   f i r s t   s c h e d u l e . 4 . [ O m i t t e d . ] 5 . [ O m i t t e d . ] 6 . [ O m i t t e d . ] 7 . [ O m i t t e d . ] 8 . S a v i n g s . 9 . [ R e p e a l e d . ] SCHEDULE. FIRST SCHEDULE. ENACTMENTS IN FORCE THROUGH OUT PAKISTAN, EXCEPT THE SCHEDULED DISTRICT.. SECOND SCHEDULE. [Omitted.] THIRD SCHEDUL",Supreme Court of Pakistan,Unknown
836,SC-835,Supreme Court Judgment,"    Page 1 of 15         THE FEDERAL GOVERNMENT EMPLOYEES HOUSING  AUTHORITY ACT, 2020           CONTENTS     SECTIONS :  1.  Short  title, extent  and commencement .  2.  Definitions .  3.  Authority .  4.  Executive Board .  5.  Powers, functions and meetings of the Executive Board .  6.  Director General .  7.  Powers and functions of the Director General .  8.  Appointment of officers and officials .  9.  Delegation of powers .  10.  Committees .  11.  Fund of the Authority .  12.  Acquisiti",Supreme Court of Pakistan,Unknown
837,SC-836,Supreme Court Judgment,"    Page 1 of 29          THE ALLAMA IQBAL OPEN UNIVERSITY ACT, 1974         CONTENTS      1. Short  title and commencement    2. Definitions    CHAPTER II   THE UNIVERSITY   3. Establishment and incorporation of the University   4. Powers and functions of the University   5. University open to al l classes, creeds, etc .  6. Teaching in the University   CHAPTER III   OFFICERS OF THE UNIVERSITY   7. Officers of the University   8. Chancellor   9. Pro-Chancellor   10. Visitation, e tc.  11. Vice ",Supreme Court of Pakistan,Unknown
838,SC-837,Supreme Court Judgment,"  Page 1 of 3       THE STAPLE COTTON (EXCISE DUTY) ORDINANCE, 1978         CONTENTS   1.  Short title and commencement   2.  Definitions   3.  Rate of duty   4.  Manner of payment of duty   5.  Exemption s  6.  Power to make rules   7.  Application of the provisions of the Central Excises and Salt Act, 1944           Page 2 of 3   THE STAPLE COTTO N (EXCISE DUTY) ORDINANCE, 1978   ORDINANCE NO. XXX OF 1978   [25th June, 1978]   An Ordinance to provide for the levy of a duty of excise on staple ",Supreme Court of Pakistan,Unknown
839,SC-838,Supreme Court Judgment,"T H E   U S U R I O U S   L O A N S   A C T ,   1 9 1 8 C O N T E N T S S E C T I O N S : 1 . S h o r t   t i t l e   a n d   e x t e n t . 2 . D e f i n i t i o n s . 3 . R e o p e n i n g   o f   t r a n s a c t i o n s . 4 . I n s o l v e n c y   p r o c e e d i n g s . Page 1 of 5  T H E   U S U R I O U S   L O A N S   A C T ,   1 9 1 8 1A c t   N o .   X   O F   1 9 1 8 )   [ 2 2 n d   M a r c h ,   1 9 1 8 ] A n   A c t   t o   g i v e   a d d i t i o n a l   p o w e r s   t o   C o u r t ",Supreme Court of Pakistan,Unknown
